SJ_number,Species,sub_species,race,Kris_clade,cluster,my_clades,sample_type,lat,long,location,Drainage,City/road,County,State,temp_number,sample_number,field_number,Date_collected,Date extracted,Cytb_amp,ddRAD,ddRAD plate,filtered_out_95,Collector,University,Qubit_con_1(ng/ml),Fancy_number,Loan_number,strange_topology
HO01,C_venusta,venusta,Red_Lower_Miss,Mississippi,3,Mississippi,tissue,31.48239,-90.91488,Fork_Homochitto_River,Mississippi_MS,Middle Fork Homochitto River at McNair Road; N Hwy 84 1mi WSW Meadville,Franklin,MS,21CVHO01,49525-1,na,10/28/2004,3/24/2021,na,sent,2,no,"Lang, N",UAIC,na,C_ven_1122,na,no
HO02,C_venusta,venusta,Red_Lower_Miss,Mississippi,3,Mississippi,tissue,31.48239,-90.91488,Fork_Homochitto_River,Mississippi_MS,Middle Fork Homochitto River at McNair Road; N Hwy 84 1mi WSW Meadville,Franklin,MS,21CVHO02,49525-2,na,10/28/2004,3/24/2021,na,sent,2,no,"Lang, N",UAIC,na,C_ven_1123,na,no
SR02,C_venusta,venusta,Western_Gulf,East_tx,3,Texas,tissue,31.14117,-93.52009,Sandy_Creek,Sabine,Sandy creek at LA Hwy 111; 6 mi NNW Burr Ferry,Veron,LA,21CVSR02,49524,na,12/29/2001,3/31/2021,na,sent,2,no,"Lang, N",UAIC,na,C_ven_1127,na,no
AK03,C_venusta,venusta,Red_Lower_Miss,Mississippi,3,Mississippi,tissue,35.22155,-93.14975,Arkansas_river,Arkansas_River,Arkansas river at AR Hwy 7; city park in Dardanelle,Yell,AK,21CVAK03,49520-1,na,5/6/2005,3/24/2021,na,sent,2,no,"Neely, Dave; Unmack, P",UAIC,na,C_ven_1129,na,no
SF01,C_venusta,venusta,Western_Gulf,unknown,3,Mississippi,tissue,36.6619,-90.1396,St_Francis_River,St_Francis_River,St. Francis River at MO Hwy U 2.5mi W Powe,Butler,MO,21CVSF01,49526-1,na,5/30/2003,4/6/2021,na,sent,2,no,"Lang, N",UAIC,na,C_ven_1142,na,no
OU02,C_venusta,venusta,Western_Gulf,Mississippi,3,Mississippi,tissue,33.2954,-92.0083,Saline_river,Ouachita,Saline River at Moores Mill,Bradley,AK,21CVOU02,49522-1,na,6/10/2005,4/6/2021,na,sent,2,no,"Neely, Dave; Unmack, P; AGFD",UAIC,na,C_ven_1148,na,no
OU04,C_venusta,venusta,Western_Gulf,Mississippi,3,Mississippi,tissue,33.2954,-92.0083,Saline_river,Ouachita,Saline River at Moores Mill,Bradley,AK,21CVOU04,49522-3,na,6/10/2005,4/6/2021,na,sent,2,no,"Neely, Dave; Unmack, P; AGFD",UAIC,na,C_ven_1150,na,no
OU05,C_venusta,venusta,Western_Gulf,Mississippi,3,Mississippi,tissue,33.2954,-92.0083,Saline_river,Ouachita,Saline River at Moores Mill,Bradley,AK,21CVOU05,49522-4,na,6/10/2005,4/6/2021,na,sent,2,no,"Neely, Dave; Unmack, P; AGFD",UAIC,na,C_ven_1151,na,no
WR03,C_venusta,venusta,Western_Gulf,unknown,3,Mississippi,tissue,35.92294,-90.7004,Mud_creek,White_River,"Mud creek at county Rd. 773, approx. 5.5 miles N of Jonesboro",Craighead,AK,21CVWR03,ASUFT-2015-1,na,1/28/2015,3/13/2021,na,sent,2,no,"BL Fluker, LT Hass, GK Payne",ASUMZ,na,C_ven_1152,na,no
WR04,C_venusta,venusta,Western_Gulf,unknown,3,Mississippi,tissue,35.92294,-90.7004,Mud_creek,White_River,"Mud creek at county Rd. 773, approx. 5.5 miles N of Jonesboro",Craighead,AK,21CVWR04,ASUFT-2015-2,na,1/28/2015,3/13/2021,na,sent,2,no,"BL Fluker, LT Hass, GK Payne",ASUMZ,na,C_ven_1153,na,no
WR05,C_venusta,venusta,Western_Gulf,unknown,3,Mississippi,tissue,35.92294,-90.7004,Mud_creek,White_River,"Mud creek at county Rd. 773, approx. 5.5 miles N of Jonesboro",Craighead,AK,21CVWR05,ASUFT-2015-3,na,1/28/2015,3/13/2021,na,sent,2,no,"BL Fluker, LT Hass, GK Payne",ASUMZ,na,C_ven_1154,na,no
CB01,C_venusta,venusta,Western_Gulf,East_tx-West_tx,3,Texas,tissue,29.76084,-96.20554,Little_Bernard_Creek,Brazos_Colorado_Coastal,Little Bernard Creek at I-10,Austin,TX,21CVCB01,TNHC-FT_2213,TNHC#69860,4/16/2019,5/14/2021,na,sent,2,no,"Cohen, Adam; Casarez, Melissa; Rash, Ryan",TNHC,na,C_ven_1194,2021-04,no
NE02,C_venusta,venusta,Western_Gulf,East_tx,3,Texas,tissue,30.9836,-94.2447,Rocky_Creek,Neches_River,Rocky Creek approximately 40.0 m upstream from mouth,Tyler,TX,21CVNE02,TNHC-FT_1114,TNHC#62015,6/14/2016,5/14/2021,na,sent,2,no,"Cohen, Adam; Casarez, Melissa; Shelburn, Chase",TNHC,na,C_ven_1195,2021-04,no
NE03,C_venusta,venusta,Western_Gulf,East_tx,3,Texas,tissue,31.6386,-94.4148,Terrapin_creek,Neches_River,Terrapin Creek at FM 95 crossing,Nacogdoches,TX,21CVNE03,TNHC-FT_1109,TNHC#62089,6/15/2016,5/14/2021,na,sent,2,no,"Cohen, Adam; Casarez, Melissa; Shelburn, Chase",TNHC,na,C_ven_1196,2021-04,no
NE04,C_venusta,venusta,Western_Gulf,East_tx,3,Texas,tissue,30.7226,-94.6451,Little_Hickory_Creek,Neches_River,Little Hickory Creek at SH190 crossing,Polk,TX,21CVNE04,TNHC-FT_876,TNHC#59143,8/2/2015,5/14/2021,na,sent,2,no,"Cohen, A.; Casarez, Melissa; Espinoza, Zaavian; Long, Chris",TNHC,na,C_ven_1197,2021-04,no
AR01,C_venusta,cercostigma,Eastern_Gulf,Apalachicola,4,Eastern_Gulf,tissue,30.440709,-84.986296,Apalachicola_river,Apalachicola,"Apalachicola River at  Bristol Landing, North Central Rd., ~ 1 km N of Bristol",Liberty,FL,18CVAR01,TJN_31880,na,5/4/2018,1/16/2021,na,sent,2,no,"Near, T., Watkins_Cowell, G.",Yale,6.04,C_ven_1067,na,no
FR01,C_venusta,cercostigma,Eastern_Gulf,Apalachicola,4,Eastern_Gulf,tissue,31.580017,-84.146133,Flint_river,Flint,Albany,Doughtery,GA,20CVFR01,na,na,10/15/2020,1/19/2021,na,sent,1,no,Otto Lorenz,Georgia_Southwestern_State_University,56.5,C_ven_1071,na,no
FR02,C_venusta,cercostigma,Eastern_Gulf,Apalachicola,4,Eastern_Gulf,tissue,31.580017,-84.146133,Flint_river,Flint,Albany,Doughtery,GA,20CVFR02,na,na,10/15/2020,1/19/2021,na,sent,1,no,Otto Lorenz,Georgia_Southwestern_State_University,58.1,C_ven_1072,na,no
FR04,C_venusta,cercostigma,Eastern_Gulf,Apalachicola,4,Eastern_Gulf,tissue,31.580017,-84.146133,Flint_river,Flint,Albany,Doughtery,GA,20CVFR04,na,na,10/15/2020,1/19/2021,na,sent,1,no,Otto Lorenz,Georgia_Southwestern_State_University,20.9,C_ven_1074,na,no
AR02,C_venusta,cercostigma,Eastern_Gulf,Apalachicola,4,Eastern_Gulf,tissue,30.62506,-84.90296,Apalachicola_river,Apalachicola,"Apalachicola River at mouth of Flat Creek, about 10.6 km SSW of Chattahoochee",Gadsden,FL,21CVAR02,187819,83174,11/1/2014,2/5/2021,na,sent,2,no,"Williams, James; Randall, Zachary; Page, Lawrence; Robins, Robert",FLMNH_Ichthyology,5.23,C_ven_1087,na,no
AR03,C_venusta,cercostigma,Eastern_Gulf,Apalachicola,4,Eastern_Gulf,tissue,30.62506,-84.90296,Apalachicola_river,Apalachicola,"Apalachicola River at mouth of Flat Creek, about 10.6 km SSW of Chattahoochee",Gadsden,FL,21CVAR03,187819,83175,11/1/2014,2/5/2021,na,sent,2,no,"Williams, James; Randall, Zachary; Page, Lawrence; Robins, Robert",FLMNH_Ichthyology,8.1,C_ven_1088,na,no
AR04,C_venusta,cercostigma,Eastern_Gulf,Apalachicola,4,Eastern_Gulf,tissue,30.58188,-84.96534,Apalachicola_river,Apalachicola,Apalachicola River at Ocheesee Landing,Calhoun,FL,21CVAR04,187734,83203,11/4/2014,2/5/2021,na,sent,2,no,"Williams, James; Randall, Zachary; Page, Lawrence; Robins, Robert",FLMNH_Ichthyology,5.03,C_ven_1089,na,no
AR05,C_venusta,cercostigma,Eastern_Gulf,Apalachicola,4,Eastern_Gulf,tissue,30.15758,-85.13316,Apalachicola_river,Apalachicola,Apalachicola River on right descending bank about 8.2 km NE of Wewahitchka ,Gulf,FL,21CVAR05,238189,90200,6/11/2015,2/5/2021,na,sent,2,no,"Williams, James; Randall, Zachary; Boyd, David; Pursifull, Sandy; Myatt, Taylor",FLMNH_Ichthyology,5,C_ven_1090,na,no
UC02,C_venusta,cercostigma,Upper_Chatt,Apalachicola,4,Eastern_Gulf,tissue,32.79593,-85.02377,Mountain_Oak_Creek,Chattahoochee,Mountain Oak Creek,Harris,GA,21CVUC02,na,na,10/14/2020,2/16/2021,na,sent,2,no,"Bowen, Bryant",Georgia_DNR,na,C_ven_1093,na,no
UC03,C_venusta,cercostigma,Upper_Chatt,Apalachicola,4,Eastern_Gulf,tissue,32.79593,-85.02377,Mountain_Oak_Creek,Chattahoochee,Mountain Oak Creek,Harris,GA,21CVUC03,na,na,10/14/2020,2/16/2021,na,sent,2,no,"Bowen, Bryant",Georgia_DNR,na,C_ven_1094,na,no
UC04,C_venusta,cercostigma,Upper_Chatt,Apalachicola,4,Eastern_Gulf,tissue,32.79593,-85.02377,Mountain_Oak_Creek,Chattahoochee,Mountain Oak Creek,Harris,GA,21CVUC04,na,na,10/14/2020,2/16/2021,na,sent,2,no,"Bowen, Bryant",Georgia_DNR,na,C_ven_1095,na,no
UC05,C_venusta,cercostigma,Upper_Chatt,Apalachicola,4,Eastern_Gulf,tissue,32.79593,-85.02377,Mountain_Oak_Creek,Chattahoochee,Mountain Oak Creek,Harris,GA,21CVUC05,na,na,10/14/2020,2/16/2021,na,sent,2,no,"Bowen, Bryant",Georgia_DNR,na,C_ven_1096,na,no
UC06,C_venusta,cercostigma,Upper_Chatt,Apalachicola,4,Eastern_Gulf,tissue,32.79593,-85.02377,Mountain_Oak_Creek,Chattahoochee,Mountain Oak Creek,Harris,GA,21CVUC06,na,na,10/14/2020,2/16/2021,na,sent,2,no,"Bowen, Bryant",Georgia_DNR,na,C_ven_1097,na,no
ES02,C_venusta,cercostigma,Eastern_Gulf,unknown,4,Eastern_Gulf,tissue,30.92005,-87.31431,Caneo_Creek,Escambia,Canoe Creek at US Hwy 29; 5 mi NNE McDavid,Escambia,FL,21CVES02,49523,na,12/14/2003,4/6/2021,na,sent,2,no,"Lang, N",UAIC,na,C_ven_1140,na,no
YR01,C_venusta,cercostigma,Eastern_Gulf,unknown,4,Eastern_Gulf,whole_sp,31.19076,-86.36068,Yellow_river,Yellow_river,"Yellow river, at CR, 9 miles SW of Opp",Covington,AL,21CVYR01,AUM_55500,MT_11-02,10/28/2011,5/11/2021,na,sent,2,no,"J.W. Armbruster, D.C. Werneke, S. Ferdous, M.M. Hayes, L Wieczorek, M. Tan",AUM,na,C_ven_1158,2021_002,no
LC01,C_venusta,cercostigma,Eastern_Gulf,Apalachicola,4,Eastern_Gulf,tissue,31.18962,-85.11876,Cedar_creek,Chattahoochee,"Cedar creek, at highway 95 crossing",Houston,AL,21CVLC01,AUFT_1161,DCW_13_37,6/5/2013,5/14/2021,na,sent,2,no,"D.C. Werneke, M.M. Hayes",AUM,na,C_ven_1170,2021_002,no
LC05,C_venusta,cercostigma,Eastern_Gulf,Apalachicola,4,Eastern_Gulf,whole_sp,32.46196,-85.13131,Little_Uchee_Creek,Chattahoochee,"Little Uchee Creek, at Hwy 80, 4.18 km W of Ladonia",Russell,AL,21CVLC05,AUM_55484,CKR_110-11,10/21/2011,5/12/2021,na,sent,2,no,"J.W. Armbruster, C.K. Ray, S. Ferdous, M. Tan, P.B Hart",AUM,na,C_ven_1177,2021_002,no
LC09,C_venusta,cercostigma,Eastern_Gulf,Apalachicola,4,Eastern_Gulf,whole_sp,32.46196,-85.13131,Little_Uchee_Creek,Chattahoochee,"Little Uchee Creek, at Hwy 80, 4.18 km W of Ladonia",Russell,AL,21CVLC09,AUM_55484,CKR_110-11,10/21/2011,5/12/2021,na,sent,2,no,"J.W. Armbruster, C.K. Ray, S. Ferdous, M. Tan, P.B Hart",AUM,na,C_ven_1181,2021_002,no
CN01,C_venusta,cercostigma,Eastern_Gulf,unknown,4,Eastern_Gulf,whole_sp,31.12928,-87.08751,Burnt_Corn_Creek,Conecuh_River,"Burnt Corn Creek, at Hwy 41, 2.5 miles NNW of Brewton",Escambia,AL,21CVCN01,AUM_56794,DCW_12-12,6/3/2012,5/11/2021,na,sent,2,no,"J.W. Armbruster, D.C. Werneke, P.B. Hart",AUM,na,C_ven_1182,2021_002,no
CN02,C_venusta,cercostigma,Eastern_Gulf,unknown,4,Eastern_Gulf,whole_sp,31.06659,-87.06173,Conecuh_River,Conecuh_River,"Conecuh River, at Hwy 41, 2 miles S of East Brewton",Escambia,AL,21CVCN02,AUM_56871,DCW_12-10,6/2/2012,5/11/2021,na,sent,2,no,"J.W. Armbruster, D.C. Werneke, P.B. Hart",AUM,na,C_ven_1183,2021_002,no
CN03,C_venusta,cercostigma,Eastern_Gulf,unknown,4,Eastern_Gulf,whole_sp,31.06659,-87.06173,Conecuh_River,Conecuh_River,"Conecuh River, at Hwy 41, 2 miles S of East Brewton",Escambia,AL,21CVCN03,AUM_56871,DCW_12-10,6/2/2012,5/11/2021,na,sent,2,no,"J.W. Armbruster, D.C. Werneke, P.B. Hart",AUM,na,C_ven_1184,2021_002,no
CN05,C_venusta,cercostigma,Eastern_Gulf,unknown,4,Eastern_Gulf,whole_sp,31.06659,-87.06173,Conecuh_River,Conecuh_River,"Conecuh River, at Hwy 41, 2 miles S of East Brewton",Escambia,AL,21CVCN05,AUM_56871,DCW_12-10,6/2/2012,5/11/2021,na,sent,2,no,"J.W. Armbruster, D.C. Werneke, P.B. Hart",AUM,na,C_ven_1186,2021_002,no
CH01,C_venusta,cercostigma,Eastern_Gulf,Choctawhatchee,4,Eastern_Gulf,whole_sp,31.27434,-86.11586,Pea_River_and_Pages_Creek,Choctawhatchee,"Pea River and Pages Creek, 1 mile E of Alberton, upstream of Hwy 134",Coffee,AL,21CVCH01,AUM_55571,MT_11-03,10/28/2011,5/11/2021,na,sent,2,no,"J.W. Armbruster, D.C. Werneke, S. Ferdous, M.M. Hayes, L Wieczorek, M. Tan",AUM,na,C_ven_1187,2021_002,no
CH03,C_venusta,cercostigma,Eastern_Gulf,Choctawhatchee,4,Eastern_Gulf,whole_sp,31.27434,-86.11586,Pea_River_and_Pages_Creek,Choctawhatchee,"Pea River and Pages Creek, 1 mile E of Alberton, upstream of Hwy 136",Coffee,AL,21CVCH03,AUM_55571,MT_11-03,10/28/2011,5/11/2021,na,sent,2,no,"J.W. Armbruster, D.C. Werneke, S. Ferdous, M.M. Hayes, L Wieczorek, M. Tan",AUM,na,C_ven_1189,2021_002,no
CH04,C_venusta,cercostigma,Eastern_Gulf,Choctawhatchee,4,Eastern_Gulf,whole_sp,31.27434,-86.11586,Pea_River_and_Pages_Creek,Choctawhatchee,"Pea River and Pages Creek, 1 mile E of Alberton, upstream of Hwy 137",Coffee,AL,21CVCH04,AUM_55571,MT_11-03,10/28/2011,5/11/2021,na,sent,2,no,"J.W. Armbruster, D.C. Werneke, S. Ferdous, M.M. Hayes, L Wieczorek, M. Tan",AUM,na,C_ven_1190,2021_002,no
CH05,C_venusta,cercostigma,Eastern_Gulf,Choctawhatchee,4,Eastern_Gulf,whole_sp,31.27434,-86.11586,Pea_River_and_Pages_Creek,Choctawhatchee,"Pea River and Pages Creek, 1 mile E of Alberton, upstream of Hwy 138",Coffee,AL,21CVCH05,AUM_55571,MT_11-03,10/28/2011,5/11/2021,na,sent,2,no,"J.W. Armbruster, D.C. Werneke, S. Ferdous, M.M. Hayes, L Wieczorek, M. Tan",AUM,na,C_ven_1191,2021_002,no
3087,C_callisema,na,na,na,na,na,tissue,na,na,na,na,na,na,na,na,SLU_TC_3087,na,na,1/12/2021,na,sent,1,no,Piller,SELU,19.9,OG_101,na,no
3088,C_callisema,na,na,na,na,na,tissue,na,na,na,na,na,na,na,na,SLU_TC_3088,na,na,1/12/2021,na,sent,1,no,Piller,SELU,14.4,OG_102,na,no
3089,C_callisema,na,na,na,na,na,tissue,na,na,na,na,na,na,na,na,SLU_TC_3089,na,na,1/12/2021,na,sent,1,no,Piller,SELU,22.5,OG_103,na,no
CG_01,C_galactura,na,na,na,na,na,whole_sp,36.14793,-85.05058,Bear_Creek,Tennessee_River,"Bear Creek, at Bear Creek Road (downstream crossin), 4.94 km SW of Clarkrange",Cumberland,TN,21OG01,AUM_60963,CKR_91-11,10/2/2011,5/12/2021,na,sent,2,yes,C.K. Ray,AUM,na,OG_104,2021_002,na
CG_02,C_galactura,na,na,na,na,na,whole_sp,36.14793,-85.05058,Bear_Creek,Tennessee_River,"Bear Creek, at Bear Creek Road (downstream crossin), 4.94 km SW of Clarkrange",Cumberland,TN,21OG02,AUM_60963,CKR_91-11,10/2/2011,5/12/2021,na,sent,2,no,C.K. Ray,AUM,na,OG_105,2021_002,no
CG_03,C_galactura,na,na,na,na,na,whole_sp,36.14793,-85.05058,Bear_Creek,Tennessee_River,"Bear Creek, at Bear Creek Road (downstream crossin), 4.94 km SW of Clarkrange",Cumberland,TN,21OG03,AUM_60963,CKR_91-11,10/2/2011,5/12/2021,na,sent,2,no,C.K. Ray,AUM,na,OG_106,2021_002,no
CG_04,C_galactura,na,na,na,na,na,whole_sp,36.14793,-85.05058,Bear_Creek,Tennessee_River,"Bear Creek, at Bear Creek Road (downstream crossin), 4.94 km SW of Clarkrange",Cumberland,TN,21OG04,AUM_60963,CKR_91-11,10/2/2011,5/12/2021,na,sent,2,no,C.K. Ray,AUM,na,OG_107,2021_002,no
CG_05,C_galactura,na,na,na,na,na,whole_sp,35.7972,-84.81293,Whites_Creek,Tennessee_River,"Whites Creek, at Possum Trot Road, 6.38 km NE of Grandview",Rhea,TN,21OG05,AUM_59173,CKR_92-11,10/2/2011,5/12/2021,na,sent,2,no,C.K. Ray,AUM,na,OG_108,2021_002,no
CG_06,C_galactura,na,na,na,na,na,whole_sp,35.7972,-84.81293,Whites_Creek,Tennessee_River,"Whites Creek, at Possum Trot Road, 6.38 km NE of Grandview",Rhea,TN,21OG06,AUM_59173,CKR_92-11,10/2/2011,5/12/2021,na,sent,2,no,C.K. Ray,AUM,na,OG_109,2021_002,no
CG_07,C_galactura,na,na,na,na,na,whole_sp,35.42669,-84.1076,Flats_Creek,Tennessee_River,"Flats Creek, at FSR 35-1, upstream of confluence with Citico Creek, 13.97 km S of Tellassee",Monroe,TN,21OG07,AUM_59197,CKR_130-11,11/12/2011,5/12/2021,na,sent,2,yes,"C.K. Ray, P.B. Hart",AUM,na,OG_110,2021_002,na
BC01,C_venusta,venusta,Western_Gulf,unknown,na,na,fin_clip,36.604682,-88.8167,Bayou_du_Chien,Mississippi_KY,Rt_1283,Hickman,KY,2188,na,KROP06_17,na,8/11/2020,10/22/2020,sent,1,no,Piller,SELU,3.92,C_ven_1001,na,yes
BC04,C_venusta,venusta,Western_Gulf,unknown,na,na,fin_clip,36.604682,-88.8167,Bayou_du_Chien,Mississippi_KY,Rt_1283,Hickman,KY,2192,na,KROP06_17,na,8/11/2020,10/22/2020,sent,1,yes,Piller,SELU,10.4,C_ven_1004,na,na
NR07,C_venusta,cercostigma,Eastern_Gulf,unknown,na,na,whole_sp,30.505533,-90.546141,Natalby_River,Pontchartrain,US_Highway_190,Tangipahoa,LA,20CVNR07,na,na,9/7/2020,10/14/2020,12/14/2020,sent,1,no,"Johnson, Sherman, Piller",SELU,4.72,C_ven_1012,na,yes
NR08,C_venusta,cercostigma,Eastern_Gulf,unknown,na,na,whole_sp,30.505533,-90.546141,Natalby_River,Pontchartrain,US_Highway_190,Tangipahoa,LA,20CVNR08,na,na,9/7/2020,10/14/2020,12/14/2020,sent,1,yes,"Johnson, Sherman, Piller",SELU,4.66,C_ven_1013,na,na
NR10,C_venusta,cercostigma,Eastern_Gulf,unknown,na,na,whole_sp,30.505533,-90.546141,Natalby_River,Pontchartrain,US_Highway_190,Tangipahoa,LA,20CVNR10,na,na,9/7/2020,10/14/2020,12/14/2020,sent,1,yes,"Johnson, Sherman, Piller",SELU,7.43,C_ven_1015,na,na
PR02,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,whole_sp,31.5744444,-90.12972222,Pearl_River,Pearl,na,Lawrence,MS,20CVPR02,na,na,9/10/2020,11/4/2020,12/14/2020,sent,1,yes,Piller,SELU,15.5,C_ven_1017,na,na
PR08,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,whole_sp,31.5744444,-90.12972222,Pearl_River,Pearl,na,Lawrence,MS,20CVPR08,na,na,9/10/2020,11/4/2020,12/14/2020,sent,1,yes,Piller,SELU,9.94,C_ven_1023,na,na
SC07,C_venusta,venusta,Red_Lower_Miss,Mississippi,na,na,whole_sp,30.916173,-91.3869,Scotts_creek,Mississippi_LA,Off Island road northwest of Wakefield,West_Feliciana,LA,20CVSC07,na,na,10/16/2020,11/21/2020,12/12/2020,sent,1,yes,"Johnson, Sherman, Piller",SELU,5.72,C_ven_1032,na,na
SC10,C_venusta,venusta,Red_Lower_Miss,Mississippi,na,na,whole_sp,30.916173,-91.3869,Scotts_creek,Mississippi_LA,Off Island road northwest of Wakefield,West_Feliciana,LA,20CVSC10,na,na,10/16/2020,11/21/2020,12/11/2020,sent,1,yes,"Johnson, Sherman, Piller",SELU,20.3,C_ven_1035,na,na
LR03,C_venusta,venusta,Western_Gulf,West_tx,na,na,tissue,30.75393,-98.6761,Llano_river,Colorado,"Llano River at SHW16, below Llano City Lake damn",Llano,TX,13CVLR03,TCWC_16321.01_C,na,4/19/2013,12/9/2020,na,sent,1,no,"Conway, K.W., Kim, D.-M., & Krabbenhoft, T.",TXAM,6.4,C_ven_1040,na,yes
DR02,C_venusta,venusta,Western_Gulf,West_tx,na,na,tissue,29.9671,-101.1492,Devils_river,Rio_Grande,"Devil's River at Bakers Crossing, FM164",Val_Verde,TX,13CVDR02,TCWC_16325.04_B,na,4/20/2013,12/9/2020,na,sent,1,no,"Conway, K.W., Kim, D.-M., & Krabbenhoft, T.",TXAM,9.89,C_ven_1043,na,yes
NU02,C_venusta,venusta,Western_Gulf,West_tx,na,na,tissue,29.61777,-100.0091,Nueces_river,Nueces,Nueces River at FM56,Uvalde,TX,13CVNU02,TCWC_16326.06_B,na,4/20/2013,12/9/2020,na,sent,1,yes,"Conway, K.W., Kim, D.-M., & Krabbenhoft, T.",TXAM,7.96,C_ven_1048,na,na
NU05,C_venusta,venusta,Western_Gulf,West_tx,na,na,tissue,29.61777,-100.0091,Nueces_river,Nueces,Nueces River at FM59,Uvalde,TX,13CVNU05,TCWC_16326.06_E,na,4/20/2013,12/9/2020,na,sent,1,yes,"Conway, K.W., Kim, D.-M., & Krabbenhoft, T.",TXAM,5.53,C_ven_1051,na,na
RG01,C_venusta,venusta,Western_Gulf,West_tx,na,na,tissue,28.70851,-100.5097,Rio_Grande_river,Rio_Grande,"Rio Grande at Shelby Park boatramp, Eagle Pass",Maverick,TX,17CVRG01,TCWC_17564.13_A,na,3/21/2017,12/9/2020,na,sent,1,no,"Conway, K.W., Prestridge, H.L., Kubicek, K., & Pinion, A.K.",TXAM,10.8,C_ven_1053,na,yes
RG04,C_venusta,venusta,Western_Gulf,West_tx,na,na,tissue,28.70851,-100.5097,Rio_Grande_river,Rio_Grande,"Rio Grande at Shelby Park boatramp, Eagle Pass",Maverick,TX,17CVRG04,TCWC_17564.13_D,na,3/21/2017,12/9/2020,na,sent,1,yes,"Conway, K.W., Prestridge, H.L., Kubicek, K., & Pinion, A.K.",TXAM,15.9,C_ven_1056,na,na
